file,meanB,meanG,meanR,standar_devB,standar_devG,standar_devR,skewness_B,skewness_G,skewness_R,class
nonsegar (99).jpg,143.4946746826172,88.18972778320312,61.44599914550781,6.80859951128404,12.98777367707918,16.493623780468024,5.641007413953262,13.89739711767209,12.634899680073614,2
segar (1).jpg,123.56544494628906,65.45260620117188,44.6737060546875,8.316819346892716,13.790513598210982,15.022851718803546,11.756928304104406,20.186523681113997,22.435281019792168,1
segar (10).jpg,155.5129852294922,92.48049926757812,65.38887023925781,11.37345117748124,17.791386488916412,19.802301478076256,10.522245261781821,17.32550092263751,20.478343338221375,1
segar (100).jpg,145.5513916015625,79.35908508300781,53.063262939453125,11.610078756300819,17.026151692983863,18.09284244533356,12.722655632191335,19.904818916782066,21.506695038680633,1
segar (11).jpg,189.4263916015625,129.15673828125,104.00433349609375,15.114911667094521,26.196882870388656,23.659928519522975,12.053793619729863,20.011261100521626,20.250122559828057,1
segar (12).jpg,154.6617889404297,61.40431213378906,54.18743896484375,6.6980565134600525,5.657674120117515,4.671328713220501,3.7961617302391493,5.033441642020293,3.6662010353241627,1
segar (13).jpg,113.694091796875,43.58833312988281,36.3719482421875,10.28488486540799,4.967783538315224,3.810893515692367,12.168656491779045,5.724906942461115,-1.7906608397058474,1
segar (14).jpg,134.70558166503906,83.70635986328125,68.30023193359375,9.695559744394584,10.066324539171202,8.011661266853496,-4.712173588972585,2.983031504818289,5.704040234947443,1
segar (15).jpg,91.35771179199219,24.16033935546875,22.467849731445312,11.916116089958907,6.531615796580104,4.1580049810855035,15.0930845704101,8.888514310670514,4.911747616991429,1
segar (16).jpg,150.21185302734375,86.27313232421875,54.80467224121094,11.75096784303022,15.951242988678265,13.931737204470226,9.096458394287946,15.620192000411581,16.676839162320174,1
segar (17).jpg,145.95445251464844,84.622802734375,51.14616394042969,10.57885562293181,12.949280427121304,9.121583812797274,8.749007036877286,12.751863257176302,9.214143740085312,1
segar (18).jpg,119.91496276855469,52.07389831542969,32.08598327636719,6.2714975590472255,8.952979375501561,10.733582124384744,7.135280163511527,9.893523225105367,11.734824087017484,1
segar (19).jpg,143.06640625,81.57894897460938,50.65815734863281,8.26633108544884,9.505341899572445,7.424395849733646,6.998602474601341,8.485982166334606,6.792853972059063,1
segar (2).jpg,153.4508819580078,87.93023681640625,61.49974060058594,13.052624276515752,19.509784705637433,18.725628690502944,13.084385379301557,21.548463597223353,22.128260576112552,1
segar (20).jpg,121.97982788085938,50.73600769042969,31.231292724609375,5.284642800693522,8.314764572225869,9.845349622696032,7.441330883389958,10.969028109330624,12.145432465849192,1
segar (21).jpg,155.84364318847656,84.70465087890625,56.38520812988281,10.677679044116747,14.76749596612641,12.872962817607613,4.671862687227741,10.008470512901434,11.279226106011285,1
segar (22).jpg,160.23297119140625,89.54019165039062,51.36277770996094,13.625730720089717,18.83078549310912,14.83111096365216,7.06076850051999,14.376811342275879,14.521202512688903,1
segar (23).jpg,153.47552490234375,87.83944702148438,57.42474365234375,6.404323669440364,8.225980679619932,9.022964709351353,6.10701920064757,8.666252992102457,11.142045073043633,1
segar (24).jpg,141.0264129638672,83.78152465820312,51.32476806640625,4.874560650962306,8.645933423596386,9.932927558024604,5.079651542194214,9.434007101627703,10.472158707706594,1
segar (25).jpg,164.3095245361328,99.21742248535156,65.88616943359375,8.854659975253261,12.52866643788903,13.32267025960983,6.703056611261625,12.621401378158765,16.329080754381845,1
segar (26).jpg,121.20266723632812,59.31108093261719,27.6275634765625,4.272470064752911,3.79261067967961,4.606668911250817,-2.275333828113915,3.1777738985476565,3.754892084942964,1
segar (27).jpg,138.92625427246094,64.25117492675781,37.73638916015625,8.155915667255313,9.883958377192139,10.067578556297748,8.743383316917216,11.472217327115759,12.3801904276734,1
